label;genre
Manfred Siebald;Pop music
Manfredo Fest;['Blues', 'Bossa nova', 'Jazz']
Mangal (singer);Folklore
Mangi Mahal;['Bhangra (music)', 'Pop music', 'Punjabi language', 'Romance (love)']
Mango (singer);['Folk music', 'World music', 'Pop rock']
Mani (musician);['Indie rock', 'Alternative rock', 'Madchester']
Mani Martin;['Afrobeat', 'Rhythm and blues', 'Afro-soul']
Mani Neumeier;['Free jazz', 'Krautrock', 'Experimental music']
Mani Prasad;Indian classical music
Mani Sharma;Film score
Maniac (producer);Grime music
Manija Dawlat;['Pop music', 'Dance music']
Manika (singer);Pop music
Manikka Vinayagam;['Folk music', 'Playback singer']
Manisha Gulyani;Indian classical dance
Manitas de Plata;Flamenco
Manjari (Indian singer);Playback singer
Manjari Chaturvedi;Hindustani classical music
Manji Khan;['Thumri', 'Bhajan', 'Khyal']
Manju Mehta;Hindustani classical music
Manjula Gururaj;['Indian classical music', 'Playback singer']
Manjusha Kulkarni-Patil;Hindustani classical music
Manke Nelis;Levenslied
Manmohan Waris;['Bhangra (music)', 'Pop music', 'Indian folk music', 'Music of Punjab']
Mann (rapper);West Coast hip hop
Manna Dey;Playback singer
Manni Schmidt;['Heavy metal music', 'Speed metal', 'Power metal']
Mannie Fresh;['Bounce music', 'Hip hop music']
Manny Albam;['Bebop', 'Big band', 'Latin jazz']
Manny Charlton;['Heavy metal music', 'Hard rock', 'Blues rock', 'Pop rock']
Manny Elias;['New wave music', 'Rock music', 'Hard rock', 'Pop rock']
Manny Guevara;['Pop music', 'Soul music', 'Pop rock', 'Contemporary R&B', 'Hip hop music', 'Alternative dance']
Manny Klein;Jazz
Manny Lehman (disc jockey);House music
Manny Manuel;['Bolero', 'Merengue music', 'Tropical music']
Manny Phesto;['Hip hop music', 'Alternative hip hop', 'Underground hip hop']
Mano (singer);['Carnatic music', 'Playback singer']
Mano Murthy;Film score
Mano Thutão;['Hip hop music', 'Hip hop']
Manoella Torres;['Pop music', 'Mariachi', 'Latin pop']
Manolis Angelopoulos;Laïko
Manoochehr Sadeghi;['World music', 'Persian traditional music']
Manos Hatzidakis;['Film score', 'Music of Greece', '20th-century classical music']
Manpreet Tiwana;Music of Punjab
Manskee;['Alternative rock', 'Pop rock', 'Acoustic music']
Mansour (singer);['Disco', 'Pop music', 'Rock music', 'Dance music']
Mansour Seck;Yela_worldbeat
Mansum Ibrahimov;Mugham
Mantas Jankavičius;Pop music
Mantovani;Light music
ManuElla;Pop music
Manu Chao;['Punk rock', 'Reggae', 'Ska', 'Salsa music', 'Alternative rock', 'Latin alternative']
Manu Dibango;['Afrobeat', 'Makossa', 'Soukous', 'Jazz']
Manu Katché;['Rock music', 'Jazz']
Manu Lanvin;Blues rock
Manu Militari;['Hip hop music', 'French hip hop']
Manu Ramesan;['World music', 'Film score']
Manuel De La Mare;['Tech house', 'Deep house', 'Progressive house', 'Chill-out music', 'Techno']
Manuel Escórcio;Afrikaans
Manuel Galbán;['Bolero', 'Son (music)', 'Guajira (music)']
Manuel García (singer-songwriter);['Folk music', 'Acoustic music', 'Trova']
Manuel Gregorio Tavárez;Music of Puerto Rico
Manuel Göttsching;['Psychedelic rock', 'Art rock', 'Progressive rock', 'Ambient music', 'Krautrock', 'Experimental rock', 'Electronic music', 'New Age']
Manuel Kabajar Cabase;['Pop music', 'World music', 'Latin music (genre)', 'Jazz']
Manuel Mijares;['Folk music', 'Mariachi', 'Latin pop', 'Mexican pop music']
Manuel Mota (guitarist);['Blues', 'Jazz', 'Experimental music']
Manuel Ramil;Heavy metal music
Manuel Seal;['Pop music', 'Soul music', 'Gospel music', 'Contemporary R&B', 'Hip hop music']
Manuel Valera;Jazz
Manuel Vargas (singer);Mariachi
Manuela Azevedo;Pop rock
Manuela Kraller;['Symphonic metal', 'Gothic metal', 'Medieval music', 'Classical music']
Manuelcha Prado;['Folk music', 'Andean music']
Manus Lunny;['Folk music', 'Rock music', 'Celtic music']
Manzie Johnson;Jazz
Mao Abe;Pop music
Mao Denda;['Pop music', 'Rhythm and blues']
Mao Di;Mandopop
Mao Ning;Mandopop
Mao Sareth;['Film score', 'Romvong']
Maon Kurosaki;Music of Japan
Mapei (musician);['Indie pop', 'Hip hop soul', 'Hip hop music']
Maqbool Ahmed Sabri;['Qawwali', 'Ghazal']
Mara Aranda;World music
Mara Carlyle;Singer-songwriter
Maradja;['Pop music', 'Dance music']
Marah Roesli;Poetry
Marat Bisengaliev;Classical music
Maraveyas ilegál;['World music', 'Folk rock']
Marbella Corella;['Latin music (genre)', 'Regional Mexican']
Marbelle;Pop music
Marc-Antoine (singer);['Pop music', 'Rhythm and blues']
MarcNfinit;Hip hop music
Marc Almond;['New wave music', 'Gothic rock', 'Synthpop', 'Art pop', 'Cabaret']
Marc Antoine (musician);Smooth jazz
Marc Beeson;Country music
Marc Belke;['Punk rock', 'Alternative rock']
Marc Benno;['Blues', 'Rhythm and blues']
Marc Bolan;['Rock and roll', 'Glam rock', 'Psychedelic folk']
Marc Bonilla;['Heavy metal music', 'Progressive rock', 'Hard rock', 'Instrumental rock', 'Glam metal', 'Blues rock']
Marc Broussard;['Pop music', 'Rock music', 'Soul music', 'Swamp pop']
Marc Byrd;['Ambient music', 'Post-rock', 'Christian rock', 'Alternative rock']
Marc Béziat;['Electronic music', 'Classical music']
Marc Carroll;['Alternative rock', 'Folk rock', 'Instrumental']
Marc Cary;Jazz
Marc Cohn;['Folk rock', 'Alternative country', 'Soft rock']
None;Heavy metal music
Marc Costanzo;Alternative rock
Marc Daubert;['Psychedelic rock', 'Rock music', 'Jam band']
Marc Douglas Berardo;['Country music', 'Folk music', 'Folk rock', 'Singer-songwriter', 'Americana (music)', 'Acoustic music']
Marc Dupré;['Pop rock', 'French pop music']
Marc Edwards (drummer);Free jazz
Marc Ferrari;['Heavy metal music', 'Glam metal']
Marc Ford;['Hard rock', 'Southern rock', 'Blues rock', 'Roots rock', 'Jam band']
Marc Friedman;['Indie rock', 'Jazz fusion']
Marc Gordon;['Pop music', 'Rhythm and blues', 'Soul music']
Marc Gunn;['Folk music', 'Novelty song', 'Comedy music', 'Renaissance music', 'Music of Ireland', 'Celtic music', 'Music of Scotland']
Marc Hollander;['Experimental rock', 'Experimental music']
Marc Houle;['New wave music', 'Minimal music', 'Techno']
Marc Hunter;Rock music
Marc Jameson;['Drum and bass', 'Pop music', 'Rock music', 'Trip hop', 'Industrial rock', 'Alternative rock', 'Electro (music)', 'Industrial metal']
Marc Johnson (musician);Jazz
Marc Jordan;Jazz fusion
Marc Kinchen;['House music', 'Deep house', 'Dance music']
Marc Laurick;['Art punk', 'Post-punk', 'Art pop']
Marc Lavoine;['French pop music', 'Nouvelle Chanson']
Marc Martel;Rock music
Marc Nelson;['Soul music', 'New jack swing', 'Contemporary R&B', 'Jazz']
Marc Perrenoud;Jazz
Marc Quiñones;['New wave music', 'Salsa music', 'Southern rock', 'Jazz fusion', 'Latin music (genre)']
Marc Regnier;Classical music
Marc Ribot;['Hardcore punk', 'Free jazz', 'Alternative rock', 'Electronic music', 'Experimental music']
Marc Rizzo;['Death metal', 'Heavy metal music', 'Nu metal', 'Thrash metal', 'Pop punk', 'Alternative metal', 'Horror punk', 'Groove metal', 'Latin metal']
Marc Roberts;Easy listening
Marc Robillard;Pop rock
Marc Savoy;Cajun music
Marc Scibilia;['Pop rock', 'Singer-songwriter']
Marc Spitz;['Music', 'Popular culture']
Marc Storace;['Heavy metal music', 'Hard rock']
Marc Sway;['Pop music', 'Soul music']
Marc Terenzi;['Pop music', 'Rock music']
Marc with a C;['Pop music', 'Lo-fi music', 'Independent music']
Marcel (singer);Country music
Marcel Dettmann;['Techno', 'Electronic music']
Marcel Jacob;['Heavy metal music', 'Speed metal', 'Power metal']
Marcel Maas;Classical music
Marcel Rodríguez-López;['Psychedelic rock', 'Progressive rock', 'Salsa music', 'Electronica', 'Experimental rock']
Marcel Schirmer;['Black metal', 'Thrash metal']
Marcel Woods;Tech trance
Marcela Bovio;['Progressive metal', 'Symphonic metal', 'Gothic metal', 'Classical music']
Marcela Gándara;['Contemporary Christian music', 'Gospel music']
Marcela Morelo;['Folk music', 'Pop music', 'Latin pop']
Marcelito Pomoy;['Soul music', 'Pinoy pop', 'Classical music']
Marcella Araica;['Pop music', 'Contemporary R&B', 'Hip hop music', 'Electronic dance music', 'Urban contemporary']
Marcella Puppini;['Pop music', 'Swing music', 'Alternative rock', 'A cappella', 'Jazz', 'Close and open harmony']
Marcello Capra;Country blues
Marcello Vitale;['World music', 'Early music']
Marcelo Bonfá;['Punk rock', 'Alternative rock', 'Folk rock', 'Post-punk']
Marcelo Camelo;['Samba', 'Alternative rock', 'Folk rock', 'Acoustic music', 'Música popular brasileira']
Marcelo D2;['Rock music', 'Samba', 'Hip hop music']
Marcelo Demarco;['Tech house', 'Techno']
Marcelo Falcão;['Reggae', 'Alternative rock']
Marcelo Fromer;Rock music
Marcha;Pop music
Marci Geller;['Folk music', 'Adult contemporary music', 'Adult album alternative']
Marcia Aitken;Lovers rock
Marcia Barrett;Rhythm and blues
Marcia Griffiths;['Reggae', 'Roots reggae']
Marcia Hines;['Disco', 'Funk', 'Pop music', 'Gospel music', 'Contemporary R&B', 'Jazz']
Marciano Cantero;Rock en español
Marcie Bolen;['Indie rock', 'Alternative rock']
Marcie Free;['Heavy metal music', 'Hard rock', 'Glam metal', 'Album-oriented rock']
Marcin Bors;['Heavy metal music', 'Pop music', 'Rock music', 'Hip hop music']
Marcin Nowak (musician);['Death metal', 'Thrash metal']
Marcin Przybyłowicz;Soundtrack
Marcin Rygiel;['Black metal', 'Death metal', 'Avant-garde metal', 'Technical death metal']
Marcin Wasilewski (pianist);Jazz
Marco Ambrosini;['Early music', 'Contemporary classical music', 'Baroque music']
Marco Angelini;['Soft rock', 'Pop rock', 'Austropop', 'Dance music']
Marco Barrientos;Contemporary Christian music
Marco Beltrami;Film score
Marco Benevento;['Psychedelic rock', 'Rock music', 'Indie pop', 'Experimental rock', 'Jazz', 'Experimental music']
Marco Betta;['Film score', 'Contemporary classical music', 'Classical music']
Marco Borsato;['Pop music', 'Nederpop']
Marco Carola;['Tech house', 'Minimal techno', 'Techno']
Marco Carta;Pop music
Marco Castillo;['Samba', 'World music', 'Bossanova', 'Latin music (genre)', 'Instrumental', 'Jazz', 'Música popular brasileira']
Marco Giovino;['Country rock', 'Hard rock', 'Folk rock', 'Blues rock']
Marco Hietala;['Heavy metal music', 'Power metal', 'Symphonic metal']
Marco I. Benevento;['Alternative rock', 'Doom metal', 'Neofolk', 'Gothic metal', 'Electronic music', 'Classical music']
Marco Katz;['Salsa music', 'Jazz', 'Music of the United States']
Marco Marinangeli;['Pop music', 'Rock music', 'Rhythm and blues', 'Latin music (genre)', 'Jazz', 'Classical music']
Marco Mendoza;['Heavy metal music', 'Hard rock']
Marco Mengoni;['Pop music', 'Pop rock']
Marco Minnemann;['Death metal', 'Heavy metal music', 'Punk rock', 'Rock music', 'Progressive rock', 'Progressive metal', 'Thrash metal', 'Electronica', 'Instrumental rock', 'Power metal', 'Jazz fusion', 'Neo-progressive rock', 'Technical death metal', 'Groove metal', 'Experimental music']
Marco Moré;['Pop rock', 'Latin pop']
Marco Oppedisano;['Electronic music', 'Electroacoustic music', 'Experimental music']
Marco Pirroni;['New wave music', 'Punk rock', 'Post-punk']
Marco Polo (producer);Hip hop music
Marco Restrepo;['Alternative rock', 'Pop rock', 'Hip hop']
Marco Sabiu;['Pop music', 'Musical theatre', 'Classical music']
Marco Sartor;Classical music
Marco Sfogli;['Progressive metal', 'Instrumental rock']
Marco Sison;Manila Sound
Marco V;['Progressive house', 'Tech trance', 'Electro house']
Marco de Goeij;['Classical music', 'Neoclassicism (music)']
Marco Álvarez;Heavy metal music
Marcos Curiel;['Progressive rock', 'Alternative rock', 'Rap metal', 'Alternative metal']
Marcos Hernandez (singer);['Pop music', 'Rhythm and blues']
Marcos Llunas;['Pop music', 'Music of Latin America']
Marcos Portugal;Opera
Marcos Valle;['Samba', 'Bossa nova', 'Jazz']
Marcos Yaroide;['Latin pop', 'Christian music']
Marcus Adoro;['Punk rock', 'Pop music', 'Alternative rock', 'Folk rock', 'Surf music', 'Pinoy rock', 'Stoner rock', 'Experimental music']
Marcus Belgrave;Jazz
Marcus Bertilsson;Death metal
Marcus Blake;['Blues', 'Rock music']
Marcus Brosch;['Pop music', 'Rhythm and blues']
Marcus Canty;['Pop music', 'Soul music', 'Contemporary R&B']
Marcus Cole (musician);['Gospel music', 'Traditional black gospel', 'Urban contemporary gospel', 'Christian R&B']
Marcus Collins (singer);['Pop music', 'Contemporary R&B']
Marcus Henderson;['Heavy metal music', 'Rock music']
Marcus Hummon;Country music
Marcus Malone;['Psychedelic rock', 'Rock en español', 'Chicano rock']
Marcus Miller;['Funk', 'Rhythm and blues', 'Jazz fusion', 'Smooth jazz', 'Jazz']
Marcus Nand;['Blues', 'Flamenco', 'Pop music', 'Rock music', 'World music', 'Electronic music']
Marcus Reeves;['Pop music', 'Rock music', 'Glam rock', 'Musical theatre']
Marcus Roberts;Jazz
Marcus Rojas;Jazz
Marcus Sakey;Crime fiction
Marcus Schmickler;['Computer music', 'Postmodernism', 'Contemporary classical music', 'New Complexity', 'New Simplicity']
Marcus Siepen;['Heavy metal music', 'Speed metal', 'Power metal']
Marcus Singletary;['Rock music', 'Progressive rock', 'Jazz fusion', 'Jazz']
Marcus Strickland;Jazz
Marcus Wiebusch;['Punk rock', 'Anarcho-punk', 'Pop rock']
Mare Advertencia Lirika;Hip hop music
Marek Biliński;Electronic music
Marek Bliziński;Jazz
Marek Eben;['Folk music', 'Rock music', 'Jazz']
Marek Grechuta;['Progressive rock', 'Sung poetry']
Marek Pająk;Death metal
Marek Pavelec;Classical music
Marek Tomaszewski;['Jazz', 'Classical music']
Mareko;Hip hop music
Maren Morris;['Folk rock', 'Country pop']
Marg Osburne;['Country music', 'Folk music', 'Gospel music']
Marga Scheide;Pop music
Margalit Tzan'ani;['Arabic music', 'Mizrahi music']
Margaret Barry;['List of traditional Irish singers', 'Sean-nós song']
Margaret Becker;['Christian rock', 'Contemporary Christian music']
Margaret Bell-Byars;['Contemporary Christian music', 'Gospel music', 'Traditional black gospel', 'Christian R&B']
Margaret Berger;['Electronica', 'Electropop', 'Electronic music']
Margaret Cho;['LGBT music', 'Political satire']
Margaret Fiedler McGinnis;['Post-rock', 'Dream pop', 'Alternative dance']
Margaret Keys;['Musical theatre', 'Crossover music']
Margaret Larkin;['Non-fiction', 'Fiction']
Margaret Leng Tan;Classical music
Margaret Ortega;['Pop music', 'Rhythm and blues', 'Jazz']
2562 (musician);['Broken beat', 'Dubstep', 'Techno', 'Future garage', 'Outsider house']
2Mex;['Alternative hip hop', 'Underground hip hop']
4mat;['Chiptune', 'Electronic music']
Matthew Ashman;['New wave music', 'Punk rock']
Matthew Barber;['Indie pop', 'Pop rock']
Matthew Barley;Classical music
Matthew Barnson;Contemporary classical music
Matthew Bauer;['Electronic music', 'Experimental music']
Matthew Bourne (musician);['Jazz', 'Avant-garde']
Matthew Brunson;['Heavy metal music', 'Sludge metal']
Matthew Burnett;['Rhythm and blues', 'Hip hop music']
Matthew Chojnacki;['Music', 'Popular culture']
Matthew Curry;['Pop music', 'Contemporary_Blues']
Matthew Dear;['Electropop', 'Tech house', 'Microhouse', 'Glitch (music)']
Matthew Dekay;['Tech house', 'Minimal techno', 'Electronic dance music']
Matthew E. White;['Rock music', 'Jazz']
Matthew Fisher;['Psychedelic rock', 'Progressive rock', 'Blues rock']
Matthew Gerrard;Pop music
Matthew Good;['Alternative rock', 'Acoustic music']
Matthew Healy;['Indie rock', 'Alternative rock']
Matthew Herbert;['Microhouse', 'Downtempo', 'Techno', 'Electronic music', 'Jazz', 'Classical music']
Matthew Jay;['Folk music', 'Indie rock']
Matthew Kelly (musician);['Blues', 'Rock music']
Matthew Koma;['Punk rock', 'Pop music', 'Hip hop music', 'Electronic dance music']
Matthew Leone;['Punk rock', 'Alternative rock', 'Alternative metal', 'Post-hardcore', 'Post-grunge']
Matthew Macaulay;['Contemporary Christian music', 'Contemporary worship music']
Matthew Mayfield;['Rock music', 'Acoustic music']
Matthew Melton;['Glam rock', 'Garage rock', 'Lo-fi music']
Matthew Meschery;['Pop music', 'Ska', 'Rap rock', 'Hip hop music']
Matthew Milia;Folk rock
Matthew Mole;Folk music
Matthew Murphy;['Rock music', 'Indie rock']
Matthew Nelson;['Country music', 'Pop music', 'Rock music', 'Glam metal', 'Adult contemporary music']
Matthew Odell;['Contemporary classical music', 'Classical music']
Matthew Parker (musician);['Contemporary Christian music', 'Contemporary worship music', 'Christian electronic dance music']
Matthew Perryman Jones;['Folk rock', 'Pop rock', 'Independent music']
Matthew Putman (musician);['Heavy metal music', 'Indie rock', 'Alternative rock', 'Christian metal', 'Mathcore']
Matthew Ramsey (songwriter);Country music
Matthew Rogers;['Country music', 'Pop music']
Matthew Ryan (musician);Alternative country
Matthew Santos;['Folk music', 'Rock music']
Matthew Saunoa;Pop music
Matthew Schellhorn;Classical music
Matthew Schuler;['Indie rock', 'Alternative rock']
Matthew Schultz;['World music', 'Industrial music', 'Dark ambient']
Matthew Setzer;['Gothic rock', 'Industrial rock']
Matthew Shell;['Pop music', 'Rock music', 'Rhythm and blues', 'Soul music', 'Jazz']
Matthew Shipp;['Free improvisation', 'Free jazz', 'Avant-garde jazz', 'Post-bop']
Matthew Stevens (musician);Jazz
Matthew Stiff;['Opera', 'Human voice', 'Classical music']
Matthew Sweet;['Alternative rock', 'Power pop']
Matthew Thomas (musician);Rock music
Matthew Tuck;['Heavy metal music', 'Thrash metal', 'Hard rock', 'Metalcore']
Matthew Ward (singer);['Contemporary Christian music', 'Jesus music']
Matthew West;['Contemporary Christian music', 'Pop rock']
Matthew Wilder;['New wave music', 'Synthpop']
Matthew Xia;Hip hop music
Matthewdavid;Experimental music
Matthias Jabs;['Heavy metal music', 'Hard rock']
Matthias Menck;['Trance music', 'Electronic music']
Matthias Reim;Schlager music
Matthias Röhr;Hard rock
Matthieu Chedid;['Funk', 'Chanson']
Matthieu Hartley;['Punk rock', 'Gothic rock', 'Alternative rock', 'Post-punk']
Matthieu LeChevalier;['Heavy metal music', 'Pop music', 'Rock music']
Matthieu Mendès;['Pop music', 'Rock music']
Matti Caspi;['Pop music', 'Rock music', 'Jazz', 'Music of Brazil', 'Romani music', 'Middle Eastern music']
Matti Kovler;Contemporary classical music
Matti Kärki;Death metal
Mattias Alkberg;['Punk rock', 'Rock music']
Mattias Andréasson;['Pop music', 'Rhythm and blues', 'Soul music']
Mattias Bhatt;['Post-rock', 'Indie rock']
Mattias Bärjed;['Psychedelic rock', 'Garage rock', 'Alternative rock', 'Experimental music']
Mattias Eklundh;['Heavy metal music', 'Speed metal', 'Progressive metal', 'Hard rock', 'Power metal', 'Jazz fusion', 'Experimental music']
Mattias Hellberg;['Blues', 'Punk rock', 'Reggae', 'Soul music', 'Garage rock', 'Blue-eyed soul', 'Blues rock', 'Progg', 'Garage punk']
Mattias Jacobsson;Classical music
Mattie Delaney;Delta blues
Mattie Montgomery;['Christian metal', 'Metalcore']
Mattie Moss Clark;Gospel
Mattos Nascimento;['Soul music', 'Gospel music', 'Pentecostalism']
Matty B;Hip hop music
Matty Lewis;['Punk rock', 'Alternative rock', 'Pop punk']
Matty Matlock;['Swing music', 'Dixieland']
Matty Mullins;['Metalcore', 'Post-hardcore', 'Pop rock']
Matty Newton;['Emo', 'Indie rock', 'Alternative rock', 'Pop punk', 'Electro (music)', 'Pop rock', 'Hip hop music']
Matus Tomko;['Opera', 'Classical music']
Matz Robert Eriksson;['Punk rock', 'Rock music', 'Garage rock', 'Power pop', 'Garage punk']
Mau Marcelo;['Rhythm and blues', 'Soul music']
Maude Harcheb;Dance-pop
Maude Maggart;Cabaret
Mauli Dave;['Bollywood', 'Filmi']
Maura Davis;Indie rock
Maura O'Connell;Folk music
Maureen McGovern;['Pop music', 'Broadway theatre']
Maureen Tucker;['Rock and roll', 'Art rock', 'Folk rock', 'Proto-punk', 'Experimental rock', 'Avant-garde music']
Maurette Brown Clark;Gospel music
Maurice Mobetta Brown;['Blues', 'Hip hop music', 'Jazz']
Maurice Bolyer;Country music
Maurice Coyne;['Heavy metal music', 'Progressive rock', 'Hard rock']
Maurice Frawley;['Country blues', 'Australian rock']
Maurice Hines;Jazz
Maurice Starr;['Funk', 'Pop music', 'Rhythm and blues', 'Electro (music)', 'Traditional black gospel']
Maurice White;['Funk', 'Rhythm and blues', 'Soul music', 'Jazz']
Maurice Winnick;Big band
Maurice de Jong;['Black metal', 'Noise music', 'Dark ambient', 'Drone music', 'Martial industrial']
Maurizio Arcieri;Pop music
Maurizio De Jorio;['Eurobeat', 'Italo disco']
Maurizio Guarini;['Progressive rock', 'Jazz fusion']
Maurizio Lobina;Electronic dance music
Mauro Maur;['Crossover music', 'Classical music', 'Film']
Mauro Nardi;['Pop music', 'Canzone Napoletana']
Mauro Pezzente;['Post-rock', 'Experimental rock']
Mauro Picotto;['Trance music', 'Electronic dance music']
Mauro Refosco;['Intelligent dance music', 'Electronica', 'Alternative rock', 'Forró', 'Funk rock', 'Experimental rock', 'Jazz']
Mauro Scocco;['Pop music', 'Singer-songwriter']
Maury Deutsch;['Blues', 'Gospel music', 'Jazz', 'Martial music']
Maury Finney;Country music
Maury Muehleisen;['Folk music', 'Pop music', 'Folk rock']
Maury Rosenberg;['Funk', 'Reggae', 'Polka', 'Bluegrass music', 'Zydeco', 'Klezmer', 'Cajun music', 'Jazz', 'Dance music']
Mavado (singer);['Ragga', 'Dancehall']
Mavelikkara Prabhakara Varma;Carnatic music
Maverick Sabre;['Soul music', 'Contemporary R&B', 'Dubstep', 'Reggae fusion', 'Hip hop music']
Mavie Marcos;['Downtempo', 'Electronic music']
Mavis Hee;Mandopop
Mavis Staples;['Rhythm and blues', 'Soul music', 'Gospel music']
Mawi;['Pop music', 'Nasheed']
Mawnia Al-Kuwaitia;Pop music
Max B;Hip hop music
Max Barskih;['Pop music', 'Electropop', 'Dance-pop']
Max Bemis;['Emo', 'Indie rock', 'Pop punk']
Max Bennett (musician);Jazz
Max Boyce;Folk music
Max Brody;Experimental music
Max Carl;['Pop music', 'Rock and roll']
Max Cavalera;['Death metal', 'Heavy metal music', 'Nu metal', 'World music', 'Thrash metal', 'Groove metal']
Max Cooper (electronica musician);['Ambient music', 'Techno']
Max Crook;Pop music
Max Décharné;['Indie rock', 'Swamp pop', 'Garage punk']
Max Farenthide;Electronic music
Max Franken;['Alternative rock', 'Post-punk', 'Experimental rock']
Max Frost;['Indie rock', 'Indie pop', 'Indie folk']
Max George (singer);['Pop music', 'Synthpop']
Max Graham;['House music', 'Electronica', 'Progressive house', 'Techno']
Max Green (musician);['Hard rock', 'Alternative rock', 'Alternative metal', 'Metalcore', 'Post-hardcore']
Max Herre;['Germany', 'Pop music', 'Rhythm and blues']
Max Jason Mai;['Pop music', 'Hard rock', 'Alternative rock', 'Metalcore', 'Post-hardcore', 'Pop rock', 'Experimental music']
Max Johnston;Indie folk
Max Kaminsky (musician);['Big band', 'Swing music']
Max Koffler;['Pop music', 'Alternative rock']
Max Lilja;['Electronica', 'Cello rock', 'Symphonic metal']
Max Marshall (singer);Pop music
Max Martin;['Pop music', 'Europop', 'Electropop', 'Dance-pop', 'Pop rock', 'Contemporary R&B']
Max Matsuura;['Pop music', 'Eurobeat']
Max Merritt;['Rock music', 'Rhythm and blues', 'Soul music']
Max Miller (jazz musician);Jazz
Max Milner;Rock music
Max Mok;['Mandopop', 'Cantopop']
Max Morath;Ragtime
Max Neuhaus;['Experimental music', 'Avant-garde music']
Max Nijman;['Reggae', 'Soul music', 'Latin ballad', 'Kaseko']
Max Perry;['Pop music', 'Rhythm and blues', 'Hip hop music']
Max Pezzali;['Alternative rock', 'Dance-pop', 'Pop rock']
Max Raabe;['Orchestra', 'Cabaret', 'Comedy', 'Old Style and New Style dates']
Max Richter;['Ambient music', 'Minimal music', 'Postminimalism', 'Contemporary classical music']
Max Roach;['Bebop', 'Hard bop', 'Jazz']
Max Romeo;['Reggae', 'Roots reggae']
Max Samosvat;['Progressive metal', 'Power metal']
Max Santos;['Rock music', 'Bachata (music)', 'Hip hop music', 'Latin hip hop']
Max Sedgley;['Funk', 'Electronica']
Max Sharam;Baroque pop
Max Stalling;Texas country music
Max Stern (composer);Classic
Max Surban;Novelty song
Max T. Barnes;Country music
Max Tannone;['Mashup (music)', 'Remix', 'Experimental music']
Max Thornell;['Death metal', 'Thrash metal', 'Melodic death metal']
Max Tundra;Electronic music
Max Vangeli;['House music', 'Tech house', 'Electro house']
Max Ward (drummer);['Thrashcore', 'Powerviolence']
Max Weinberg;['Big band', 'Jump blues']
Maxi Jazz;['Trip hop', 'Trance music', 'Electronica']
Maxi Nil;['Symphonic metal', 'Gothic metal']
Maxi Priest;['Reggae', 'Reggae fusion', 'Lovers rock']
Maxi Trusso;['New wave music', 'Pop music', 'Glam rock', 'Synthpop', 'Electropop', 'Pop rock', 'Dance music']
Maxim (musician);['Trip hop', 'Alternative rock', 'Big beat']
Maxim Fadeev;['Trip hop', 'Alternative rock', 'Pop rock']
Maxim Vengerov;Chamber music
Maxime Le Forestier;['World music', 'French pop music']
Maximiano de Sousa (Max);Fado
Maximilian Mutzke;['Funk', 'Pop music', 'Soul music', 'Jazz']
Maximum Bob (singer);['Heavy metal music', 'Experimental rock']
Maxine Brown (country singer);['Country music', 'Folk music', 'Gospel music']
Maxine Brown (soul singer);['Rhythm and blues', 'Soul music', 'Gospel music']
Maxine Jones;['Rhythm and blues', 'Soul music', 'Dance-pop']
Maxine Nightingale;['Disco', 'Rhythm and blues', 'Soul music']
Maxine Sullivan;['Jazz', 'Swing (jazz performance style)']
Maxsta;['British hip hop', 'Grime music']
Maxwell (musician);['Funk', 'Soul music', 'Neo soul', 'Contemporary R&B', 'Jazz', 'Quiet storm']
Maxwell Street Jimmy Davis;['Country blues', 'Electric blues']
Maxx Klaxon;['Electronica', 'Electropop', 'Electro (music)']
Maxxxwell Carlisle;['Heavy metal music', 'Power metal']
May'n;['J-pop', 'Music of Japan']
May7ven;['Hip hop music', 'African popular music']
MayBee;['Pop music', 'Rhythm and blues']
MayKay;Fight Like Apes
May (singer);['Pop music', 'Rock music', 'Folk rock', 'J-pop', 'K-pop', 'Modern rock']
May Alix;['Jazz', 'Cabaret']
May Aufderheide;Ragtime
May J.;['Pop music', 'Contemporary R&B', 'Urban contemporary']
May Kassab;['Arabic music', 'Music of Egypt']
May Nasr;['Arabic music', 'Music of Lebanon']
May Qwinten;['Pop music', 'Rock music']
May Singhi Breen;['Blues', 'Rock music', 'Jazz', 'Music of Hawaii']
May Sweet;Music of Myanmar
Maya (musician);['Pop music', 'Rock music', 'Electronic rock']
Maya Azucena;['Soul music', 'Contemporary R&B', 'Acoustic music']
Maya Bond;['Indie rock', 'Avant-garde']
Maya Bouskilla;Pop music
Maya Ford;Rock music
Maya Jane Coles;['Trip hop', 'Electronica', 'Tech house', 'Deep house', 'Dubstep']
Maya Jupiter;['Rhythm and blues', 'Salsa music', 'Hip hop music']
Maya Matievich;Classical music
Maya Nasri;Arabic music
Maya Postepski;Synthpop
Maya Sakura;Enka
Maya Simantov;['House music', 'Contemporary R&B', 'Electronic music']
Mayam Mahmoud;Hip hop music
Maybe Smith;['Indie rock', 'Indie pop']
Maybelle Carter;['Country music', 'Gospel music']
Maycown Reichembach;['Instrumental rock', 'Jazz fusion']
Mayer Hawthorne;['Soul music', 'Neo soul']
Maykhala;Music of Myanmar
Maylee Todd;['Indie rock', 'Indie pop']
Maynard Ferguson;Jazz
Maynard James Keenan;['Art rock', 'Progressive metal', 'Alternative metal']
Mayo Okamoto;J-pop
